Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, K voor de Koning, KB voor I t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,,,,"216,265","230,977",188884,"186,105","185,617","187,332","187,401",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan agentschappen,Nederlands Forensisch Instituut (NFI),,"68,062","65,824",59368,"56,938","55,906","56,146","56,214",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan agentschappen,Domeinen,,"12,754",0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan ZBO’s/RWT’s,College gerechtelijk deskundigen,,"1,532","1,725",1621,"1,548","1,552","1,552","1,553",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan (inter-)nationale organisaties,FIU-Nederland,,"4,045",0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan (inter-)nationale organisaties,PV-vergoedingen Bestuurlijke strafbeschikking,,"12,786","11,500",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan (inter-)nationale organisaties,BES Staatkundige hervorming Nederlandse antillen (shna),,"4,015","3,920",3836,"3,840","3,839","3,839","3,839",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Bijdrage aan (inter-)nationale organisaties,Overig opsporing en vervolging,,"7,989",566,4787,"5,785","6,651","8,126","8,126",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Subsidies,Overig opsporing en vervolging,,"3,311","2,216",2377,"2,377","2,916","2,916","2,916",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Schadeloosstellingen,,"27,362","50,937",20047,"20,045","20,035","20,035","20,035",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Keten Informatie Management (KIM),,154,662,651,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Onrechtmatige Detentie,,"11,654","11,206",11211,"11,211","11,209","11,209","11,209",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Herontwerp Strafrechtketen,,344,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Gerechtskosten,,"33,360","26,339",25787,"25,785","25,785","25,785","25,785",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Innovatieagenda,,164,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Verkeershandhaving OM,,"25,484","33,623",32424,"31,026","30,482","30,482","30,482",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Afpakken,,"2,231","7,970",10218,"9,772","9,598","9,598","9,598",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,"bewaring, verkoop en vernietiging IBG goederen",,0,"11,999",11791,"11,479","11,355","11,355","11,355",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,U,N,33.3,Opsporing en vervolging,Opdrachten,Overig opsporing en vervolging,,"1,018","2,490",4766,"6,299","6,289","6,289","6,289",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,O,N,,,,Boeten en Transacties,,"949,383","858,465",964838,"969,138","969,038","968,938","968,938",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,O,N,,,,Afpakken,,"135,972","142,460",152460,"112,560","121,560","129,560","133,560",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Veiligheid en criminaliteitsbestrijding,beleidsartikel,J,Programma,O,N,,,,Overig,,"16,422","10,000",10000,"10,000","10,000","10,000","10,000",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Straffen en Beschermen,beleidsartikel,J,Apparaat,U,N,34.1,Apparaatsuitgaven Kinderbescherming,Personele Uitgaven,waarvan eigen personeel,,0,0,130190,"126,927","125,731","126,793","127,720",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Straffen en Beschermen,beleidsartikel,J,Apparaat,U,N,34.1,Apparaatsuitgaven Kinderbescherming,Personele Uitgaven,waarvan externe inhuur,,0,0,5477,"5,263","5,146","5,146","5,146",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Straffen en Beschermen,beleidsartikel,J,Apparaat,U,N,34.1,Apparaatsuitgaven Kinderbescherming,Personele Uitgaven,Overig,,0,0,1245,"1,196","1,170","1,170","1,170",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Straffen en Beschermen,beleidsartikel,J,Apparaat,U,N,34.1,Apparaatsuitgaven Kinderbescherming,Materiele uitgaven,waarvan ICT,,0,0,6158,"5,926","5,810","5,810","5,835",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Straffen en Beschermen,beleidsartikel,J,Apparaat,U,N,34.1,Apparaatsuitgaven Kinderbescherming,Materiele uitgaven,waarvan SSO's,,0,0,15052,"14,513","14,123","13,735","13,779",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,33,,Straffen en Beschermen,beleidsartikel,J,Apparaat,U,N,34.1,Apparaatsuitgaven Kinderbescherming,Materiele uitgaven,Overig,,0,0,9819,"9,340","9,062","9,171","9,178",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Bijdrage aan agentschappen,Dienst Justis,,"15,766","14,267",8851,"6,087","5,842","5,842","5,842",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Bijdrage aan ZBO’s/RWT’s,Overig preventieve maatregelen,,"1,300",0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Bijdragen aan medeoverheden,Overig preventieve maatregelen,,"4,170","2,154",2607,"1,962",957,957,957,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Subsidies,Preventie bedrijfsleven,,"6,660",0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Subsidies,Integriteit,,836,"1,056",1161,"1,161","1,163","1,164","1,164",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Subsidies,Centrum voor Criminnaliteitsbestrijding en Veiligheid (CCV),,"5,253",0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Subsidies,Overig preventieve maatregelen,,"2,227","6,138",7070,"6,104","3,970","3,970","3,970",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Opdrachten,Kansspelbeleid,,589,"1,088",452,595,592,590,500,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Opdrachten,Overig preventieve maatregelen,,"2,644","1,033",893,"3,638","4,150","4,150","4,150",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.2,Preventieve maatregelen,Garanties,Faillissementscuratoren,,929,704,704,704,704,704,704,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan agentschappen,DJI-gevangeniswezen-regulier,,"1,227,508","1,232,190",991314,"923,177","910,420","956,438","948,272",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan agentschappen,DJI-Forensische zorg,,"791,133","769,273",778957,"766,572","734,600","725,460","717,560",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan agentschappen,DJI-Vreemdelingenbewaring en uitzetcentra,,"135,915","99,325",85553,"81,938","79,758","81,307","81,307",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan agentschappen,CJIB,,"95,009","100,780",98835,"100,145","99,498","101,222","101,588",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan ZBO’s/RWT’s,Reclassering Nederland,,"139,350","133,315",131185,"131,085","130,821","130,875","130,888",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan ZBO’s/RWT’s,Leger des Heils,,"21,039","20,930",20969,"20,941","20,963","20,963","20,963",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan ZBO’s/RWT’s,Stichting Verslavingsreclassering GGZ Nederland (SVG),,"65,515","64,824",64795,"64,683","65,147","65,147","65,147",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdrage aan ZBO’s/RWT’s,CAK,,"2,044","2,704",2704,"2,704","2,704","2,704","2,704",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Bijdragen aan medeoverheden,Overig Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,,"3,444","2,500",2500,"2,500","2,500","2,500","2,500",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Subsidies,Overig Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,,"1,322",0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Opdrachten,Forensische zorg,,147,"2,429",5514,"4,697","3,694","2,374","2,374",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Opdrachten,Vrijwilligerswerk gedetineerden,,"3,175","3,208",3209,"3,209","3,209","3,209","3,209",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Opdrachten,Uitvoeringskosten ketenregie tenuitvoerlegging,,0,"10,715",21529,"13,119","9,709","9,758","9,758",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.3,Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,Opdrachten,Overig Tenuitvoerlegging strafrechtelijke sancties en vreemdelingenbewaring,,"4,358",809,6145,"4,894","5,780","7,735","7,735",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Bijdrage aan ZBO’s/RWT’s,Commissie Schadefonds Geweldsmisdrijven (SGM),,"6,332","6,978",5600,"5,123","5,096","5,094","5,093",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Bijdrage aan ZBO’s/RWT’s,Slachtofferhulp Nederland (SHN),,"27,634","35,016",36320,"38,046","38,116","37,143","37,911",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Bijdragen aan medeoverheden,Overig Slachtofferzorg,,837,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Subsidies,Stichting Slachtoffer in Beeld (SiB),,"1,250",601,601,601,601,601,601,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Subsidies,Overig Slachtofferzorg,,223,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Opdrachten,Slachtofferzorg,,331,"4,185",8227,"9,730","10,730","10,730","10,730",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Opdrachten,Opdrachten Schadefonds Geweldsmisdrijven (SGM),,"16,411","14,445",12467,"12,172","12,089","12,149","12,210",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Opdrachten,Voorschotregelingen schavergoedingsmaatregelen,,0,700,1000,"1,400","1,400","1,400","1,400",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.4,Slachtofferzorg,Opdrachten,Overig Slachtofferzorg,,0,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Bijdrage aan agentschappen,DJI-Jeugd,,0,0,139403,"135,388","135,374","135,942","135,942",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Bijdrage aan ZBO’s/RWT’s,Landelijk Bureau Inning Onderhoudsbijdrage (LBIO),,0,0,2414,"2,285","2,495","2,495","2,495",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Bijdrage aan ZBO’s/RWT’s,HALT,,0,0,10536,"10,022","9,904","9,904","9,904",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Bijdragen aan medeoverheden,BES Voogdijraad,,0,0,1120,"1,120","1,120","1,120","1,120",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Subsidies,Jeugdbescherming,,0,0,3743,"1,574","1,902","1,902","1,902",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Opdrachten,Stelsel Jeugdzorg,,0,0,418,526,831,831,831,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Opdrachten,Bestrijding huiselijk geweld en kindermisbruik,,0,0,1271,321,317,317,317,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Opdrachten,Risicojeugd & jeugdgroepen,,0,0,4031,"1,999","1,999","1,999","1,999",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Opdrachten,Projecten jeugd straf,,0,0,10268,"10,524","10,389","10,389","10,389",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,U,N,34.5,Jeugdbescherming en jeugdsancties,Opdrachten,taakstraffen/erkende gedragsinterventies,,0,0,3921,"3,921","3,921","3,921","3,921",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,34,,Straffen en Beschermen,beleidsartikel,N,Programma,O,N,,,,,,"80,644","82,600",104426,"110,108","110,909","110,789","111,029",,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Apparaat,U,N,33.1,Apparaatsuitgaven Kinderbescherming,Personele Uitgaven,waarvan eigen personeel,,"129,248","131,113",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Apparaat,U,N,33.1,Apparaatsuitgaven Kinderbescherming,Personele Uitgaven,waarvan externe inhuur,,"8,944","5,621",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Apparaat,U,N,33.1,Apparaatsuitgaven Kinderbescherming,Personele Uitgaven,Overig,,"1,789","1,278",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Apparaat,U,N,33.1,Apparaatsuitgaven Kinderbescherming,Materiele uitgaven,waarvan ICT,,"3,147","6,319",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Apparaat,U,N,33.1,Apparaatsuitgaven Kinderbescherming,Materiele uitgaven,waarvan SSO's,,"17,503","15,132",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Apparaat,U,N,33.1,Apparaatsuitgaven Kinderbescherming,Materiele uitgaven,Overig,,"8,549","10,354",0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Bijdrage aan ZBO’s/RWT’s,Landelijk Bureau Inning Onderhoudsbijdrage (LBIO),,4732,2516,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Bijdragen aan medeoverheden,Bureaus jeugdzorg - jeugdbescherming,,282043,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Bijdragen aan medeoverheden,BES Voogdijraad,,1069,1175,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Bijdragen aan medeoverheden,Overig uitvoering jeugdbescherming,,1920,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Subsidies,Jeugdbescherming,,5964,2473,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Subsidies,Overig uitvoering jeugdbescherming,,2926,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Opdrachten,Jeugdbescherming - Regeling tegemoetkoming adoptiekosten,,13,900,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Opdrachten,Stelsel Jeugdzorg,,193,4700,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Opdrachten,Bestrijding huiselijke geweld en kindermisbruik,,367,1000,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming,Opdrachten,Bestrijding huiselijke geweld en kindermisbruik,,120,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Bijdrage aan agentschappen,DJI - jeugd,,169690,162327,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Bijdrage aan ZBO’s/RWT’s,HALT,,11954,11651,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Bijdragen aan medeoverheden,Bureaus jeugdzorg - jeugdreclassering,,62204,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Bijdragen aan medeoverheden,Overig  Tenuitvoerlegging justitiele sancties jeugd,,806,3550,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Bijdrage aan agentschappen,Overig  Tenuitvoerlegging justitiele sancties jeugd,,670,0,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Opdrachten,Risicojeugd & jeugdgroepen,,1410,4029,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Opdrachten,Projecten jeugd straf,,909,5134,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,U,N,35.3,Tenuitvoerlegging justitiële sancties jeugd,Opdrachten,taakstraffen/erkende gedragsinterventies,,3542,3817,0,0,0,0,0,,
2016,VI,G.A. van der Steur,Veiligheid en Justitie,B,OWB,35,,Jeugd,beleidsartikel,J,Programma,O,N,,,,,,"13,321","9,752",0,0,0,0,0,,
